Date,Transaction Description,Category,Amount,Type,Month,Net,Cumulative_Savings
2022-01-13,This manage her.,Utilities,1053.22,Expense,2022-01,-1053.22,-228167.32999999984
2022-01-13,Big look tell prepare.,Shopping,304.07,Expense,2022-01,-304.07,-228471.39999999985
2022-01-14,Later son almost.,Food & Drink,1149.41,Expense,2022-01,-1149.41,-229620.80999999985
2022-01-16,Natural together.,Utilities,831.79,Expense,2022-01,-831.79,-230452.59999999986
2022-01-16,End bit game thousand.,Entertainment,47.69,Expense,2022-01,-47.69,-230500.28999999986
2022-01-18,Threat church big day couple.,Food & Drink,1414.49,Expense,2022-01,-1414.49,-231914.77999999985
2022-01-18,Order party lot all.,Salary,1746.91,Expense,2022-01,-1746.91,-233661.68999999986
2022-01-21,Enter example down anyone occur.,Health & Fitness,1996.26,Expense,2022-01,-1996.26,-235657.94999999987
2022-01-21,Approach about because.,Shopping,634.37,Expense,2022-01,-634.37,-236292.31999999986
2022-01-22,Best deal point.,Other,4975.0,Income,2022-01,4975.0,-231317.31999999986
2022-01-23,Such final however major.,Travel,1224.05,Expense,2022-01,-1224.05,-232541.36999999985
2022-01-24,Politics hold.,Investment,2785.0,Income,2022-01,2785.0,-229756.36999999985
2022-01-28,Hard knowledge enjoy let.,Entertainment,1883.56,Expense,2022-01,-1883.56,-231639.92999999985
2022-02-01,Nor character recent.,Travel,1412.75,Expense,2022-02,-1412.75,-233052.67999999985
2022-02-02,Property space.,Salary,640.91,Expense,2022-02,-640.91,-233693.58999999985
2022-02-05,Dinner article hit mission whole.,Travel,582.7,Expense,2022-02,-582.7,-234276.28999999986
2022-02-05,Think live bad total research.,Shopping,1792.56,Expense,2022-02,-1792.56,-236068.84999999986
2022-02-06,Too song quality per build.,Health & Fitness,1909.67,Expense,2022-02,-1909.67,-237978.51999999987
2022-02-08,We cold deep.,Travel,93.71,Expense,2022-02,-93.71,-238072.22999999986
2022-02-08,Amount bad raise.,Rent,699.26,Expense,2022-02,-699.26,-238771.48999999987
2022-02-09,Challenge organization floor road southern.,Travel,1497.2,Expense,2022-02,-1497.2,-240268.6899999999
2022-02-10,News need task mind.,Travel,1866.72,Expense,2022-02,-1866.72,-242135.4099999999
2022-02-10,Onto site both change note.,Utilities,227.36,Expense,2022-02,-227.36,-242362.76999999987
2022-02-10,Understand none.,Entertainment,492.49,Expense,2022-02,-492.49,-242855.25999999986
2022-02-10,Test they there.,Entertainment,1279.51,Expense,2022-02,-1279.51,-244134.76999999987
2022-02-11,Pressure occur list common.,Other,3205.0,Income,2022-02,3205.0,-240929.76999999987
2022-02-14,Peace race i.,Rent,1365.57,Expense,2022-02,-1365.57,-242295.33999999988
2022-02-17,Feel season similar.,Food & Drink,1816.79,Expense,2022-02,-1816.79,-244112.1299999999
2022-02-17,Successful teach range.,Other,3131.0,Income,2022-02,3131.0,-240981.1299999999
2022-02-17,Full soldier.,Salary,960.12,Expense,2022-02,-960.12,-241941.24999999988
2022-02-17,Real any little environmental.,Investment,3833.0,Income,2022-02,3833.0,-238108.24999999988
2022-02-18,Rock painting become.,Investment,4883.0,Income,2022-02,4883.0,-233225.24999999988
2022-02-21,Tree imagine machine.,Food & Drink,1827.33,Expense,2022-02,-1827.33,-235052.57999999987
2022-02-22,Start middle city find.,Investment,797.0,Income,2022-02,797.0,-234255.57999999987
2022-02-22,Career surface these ahead.,Shopping,1578.04,Expense,2022-02,-1578.04,-235833.61999999988
2022-02-25,Student economic lead.,Other,806.0,Income,2022-02,806.0,-235027.61999999988
2022-02-27,Ever statement measure.,Investment,3244.0,Income,2022-02,3244.0,-231783.61999999988
2022-03-01,Drop major.,Salary,1779.63,Expense,2022-03,-1779.63,-233563.24999999988
2022-03-02,Whether listen necessary.,Other,2735.0,Income,2022-03,2735.0,-230828.24999999988
2022-03-04,Study else store.,Investment,3208.0,Income,2022-03,3208.0,-227620.24999999988
2022-03-05,Agree anyone take.,Other,2607.0,Income,2022-03,2607.0,-225013.24999999988
2022-03-07,Positive question especially.,Food & Drink,1475.87,Expense,2022-03,-1475.87,-226489.11999999988
2022-03-07,After sister should across treatment.,Entertainment,359.23,Expense,2022-03,-359.23,-226848.3499999999
2022-03-12,Song difference part wall require.,Shopping,1655.71,Expense,2022-03,-1655.71,-228504.05999999988
2022-03-14,Time surface learn design.,Rent,807.66,Expense,2022-03,-807.66,-229311.71999999988
2022-03-17,Station however bill memory production.,Investment,4411.0,Income,2022-03,4411.0,-224900.71999999988
2022-03-17,Positive participant fear blue as.,Entertainment,23.59,Expense,2022-03,-23.59,-224924.30999999988
2022-03-18,Technology end represent throughout.,Salary,1509.98,Expense,2022-03,-1509.98,-226434.2899999999
2022-03-18,Change she tonight.,Travel,1169.1,Expense,2022-03,-1169.1,-227603.3899999999
2022-03-18,Race return pretty young.,Travel,1310.83,Expense,2022-03,-1310.83,-228914.21999999988
2022-03-20,Identify say on yes.,Food & Drink,1338.89,Expense,2022-03,-1338.89,-230253.1099999999
2022-03-20,Risk develop movement size.,Utilities,816.78,Expense,2022-03,-816.78,-231069.8899999999
2022-03-22,Feel color price next.,Travel,1383.68,Expense,2022-03,-1383.68,-232453.5699999999
2022-03-23,Likely scientist.,Travel,741.41,Expense,2022-03,-741.41,-233194.9799999999
2022-03-23,Water tonight pressure.,Utilities,961.58,Expense,2022-03,-961.58,-234156.55999999988
2022-03-24,Development the inside thought.,Health & Fitness,837.53,Expense,2022-03,-837.53,-234994.08999999988
2022-03-25,One less brother.,Salary,1517.13,Expense,2022-03,-1517.13,-236511.21999999988
2022-03-26,Oil per line create build.,Entertainment,1526.1,Expense,2022-03,-1526.1,-238037.3199999999
2022-03-27,Fear approach take case customer.,Rent,1055.76,Expense,2022-03,-1055.76,-239093.0799999999
2022-03-28,Throughout would century television congress.,Health & Fitness,165.42,Expense,2022-03,-165.42,-239258.4999999999
2022-03-28,Forward would finish around.,Food & Drink,1659.26,Expense,2022-03,-1659.26,-240917.75999999992
2022-03-28,Decide similar office.,Entertainment,1149.68,Expense,2022-03,-1149.68,-242067.43999999992
2022-03-28,Size sister can its.,Other,4762.0,Income,2022-03,4762.0,-237305.43999999992
2022-03-29,Throughout series.,Salary,1619.3,Expense,2022-03,-1619.3,-238924.7399999999
2022-03-29,Investment local above move.,Entertainment,1436.67,Expense,2022-03,-1436.67,-240361.40999999992
2022-03-31,Adult above safe.,Shopping,919.03,Expense,2022-03,-919.03,-241280.43999999992
2022-03-31,Fine bill me fill.,Other,3024.0,Income,2022-03,3024.0,-238256.43999999992
2022-03-31,Fear fact.,Shopping,516.37,Expense,2022-03,-516.37,-238772.8099999999
2022-04-01,Model its rather card you.,Investment,1098.0,Income,2022-04,1098.0,-237674.8099999999
2022-04-01,Seek close trade speech.,Other,1022.0,Income,2022-04,1022.0,-236652.8099999999
2022-04-01,Difference world deep.,Food & Drink,1869.82,Expense,2022-04,-1869.82,-238522.62999999992
2022-04-01,Mean but represent society heart.,Other,759.0,Income,2022-04,759.0,-237763.62999999992
2022-04-02,Perhaps order answer blue structure.,Utilities,1540.25,Expense,2022-04,-1540.25,-239303.87999999992
2022-04-02,Indicate herself.,Shopping,755.18,Expense,2022-04,-755.18,-240059.0599999999
2022-04-03,Listen check receive.,Salary,1740.54,Expense,2022-04,-1740.54,-241799.59999999992
2022-04-03,Inside big minute.,Shopping,169.7,Expense,2022-04,-169.7,-241969.29999999993
2022-04-04,Store bit responsibility brother.,Utilities,1310.53,Expense,2022-04,-1310.53,-243279.82999999993
2022-04-05,Marriage participant.,Utilities,1985.77,Expense,2022-04,-1985.77,-245265.59999999992
2022-04-08,Win group important civil nature.,Utilities,1458.44,Expense,2022-04,-1458.44,-246724.03999999992
2022-04-09,Former able public trade.,Food & Drink,1514.8,Expense,2022-04,-1514.8,-248238.8399999999
2022-04-09,Chance bed memory rich.,Salary,1350.26,Expense,2022-04,-1350.26,-249589.09999999992
2022-04-10,Popular lead with.,Shopping,1648.49,Expense,2022-04,-1648.49,-251237.5899999999
2022-04-10,Anyone spend them system.,Health & Fitness,318.69,Expense,2022-04,-318.69,-251556.2799999999
2022-04-16,International break surface three.,Investment,763.0,Income,2022-04,763.0,-250793.2799999999
2022-04-18,Professional color group.,Shopping,1233.7,Expense,2022-04,-1233.7,-252026.97999999992
2022-04-18,Environmental run head garden box.,Food & Drink,488.93,Expense,2022-04,-488.93,-252515.90999999992
2022-04-21,Even history surface son.,Investment,4157.0,Income,2022-04,4157.0,-248358.90999999992
2022-04-22,Indeed opportunity.,Other,2419.0,Income,2022-04,2419.0,-245939.90999999992
2022-04-22,Car risk.,Food & Drink,497.02,Expense,2022-04,-497.02,-246436.9299999999
2022-04-24,Consider here grow agreement.,Food & Drink,288.87,Expense,2022-04,-288.87,-246725.7999999999
2022-04-24,Turn both in animal.,Entertainment,1633.41,Expense,2022-04,-1633.41,-248359.2099999999
2022-04-29,Actually than modern season.,Health & Fitness,1159.17,Expense,2022-04,-1159.17,-249518.37999999992
2022-04-30,Within prove full.,Health & Fitness,481.44,Expense,2022-04,-481.44,-249999.81999999992
2022-05-02,Believe product eat generation put.,Entertainment,832.98,Expense,2022-05,-832.98,-250832.79999999993
2022-05-02,Stuff next write.,Utilities,1255.73,Expense,2022-05,-1255.73,-252088.52999999994
2022-05-03,Poor church.,Salary,103.3,Expense,2022-05,-103.3,-252191.82999999993
2022-05-05,Thank avoid man drive.,Shopping,1573.75,Expense,2022-05,-1573.75,-253765.57999999993
2022-05-05,Medical nearly.,Shopping,822.44,Expense,2022-05,-822.44,-254588.01999999993
2022-05-06,Stage bad know of.,Utilities,1511.29,Expense,2022-05,-1511.29,-256099.30999999994
2022-05-07,None pressure lay future stay.,Shopping,1119.0,Expense,2022-05,-1119.0,-257218.30999999994
2022-05-07,Include news a before.,Salary,1830.33,Expense,2022-05,-1830.33,-259048.63999999993
2022-05-07,Language budget market president.,Entertainment,608.47,Expense,2022-05,-608.47,-259657.10999999993
2022-05-08,Forward should outside respond.,Investment,2588.0,Income,2022-05,2588.0,-257069.10999999993
2022-05-08,Box service develop game.,Rent,1845.23,Expense,2022-05,-1845.23,-258914.33999999994
2022-05-09,Miss reduce animal clearly cell.,Rent,1075.91,Expense,2022-05,-1075.91,-259990.24999999994
2022-05-09,Effect cultural.,Food & Drink,544.24,Expense,2022-05,-544.24,-260534.48999999993
2022-05-11,Democratic station course full.,Food & Drink,1748.5,Expense,2022-05,-1748.5,-262282.98999999993
2022-05-13,Unit study.,Investment,4427.0,Income,2022-05,4427.0,-257855.98999999993
2022-05-13,Leader operation mean white.,Health & Fitness,613.34,Expense,2022-05,-613.34,-258469.32999999993
2022-05-14,Save network item one under.,Entertainment,1874.95,Expense,2022-05,-1874.95,-260344.27999999994
2022-05-19,Community spring billion price paper.,Rent,1496.29,Expense,2022-05,-1496.29,-261840.56999999995
2022-05-19,Thing industry participant realize.,Entertainment,1394.3,Expense,2022-05,-1394.3,-263234.86999999994
2022-05-20,Include record security.,Travel,767.52,Expense,2022-05,-767.52,-264002.38999999996
2022-05-20,Huge garden family.,Shopping,1831.1,Expense,2022-05,-1831.1,-265833.48999999993
2022-05-22,Team republican very plan cut.,Health & Fitness,623.76,Expense,2022-05,-623.76,-266457.24999999994
2022-05-23,Tv car report window.,Salary,937.35,Expense,2022-05,-937.35,-267394.5999999999
2022-05-24,My pm report set.,Salary,1525.64,Expense,2022-05,-1525.64,-268920.23999999993
2022-05-24,Old wall report purpose.,Entertainment,747.7,Expense,2022-05,-747.7,-269667.93999999994
2022-05-25,There institution actually.,Entertainment,1485.09,Expense,2022-05,-1485.09,-271153.02999999997
2022-05-27,Herself apply.,Other,2918.0,Income,2022-05,2918.0,-268235.02999999997
2022-05-28,Environment size worker.,Other,2384.0,Income,2022-05,2384.0,-265851.02999999997
2022-05-29,Style real far.,Entertainment,1003.61,Expense,2022-05,-1003.61,-266854.63999999996
2022-05-29,Grow laugh.,Health & Fitness,522.08,Expense,2022-05,-522.08,-267376.72
2022-05-30,Unit hold.,Health & Fitness,346.84,Expense,2022-05,-346.84,-267723.56
2022-05-30,Score night down.,Salary,927.05,Expense,2022-05,-927.05,-268650.61
2022-05-31,Approach season data than team.,Salary,376.26,Expense,2022-05,-376.26,-269026.87
2022-06-01,Treatment relate positive.,Food & Drink,1052.65,Expense,2022-06,-1052.65,-270079.52
2022-06-01,Cultural right cover large work.,Rent,1890.92,Expense,2022-06,-1890.92,-271970.44
2022-06-04,While same budget.,Food & Drink,830.66,Expense,2022-06,-830.66,-272801.1
2022-06-04,Evidence enough claim suffer.,Entertainment,145.26,Expense,2022-06,-145.26,-272946.36
2022-06-06,Letter visit always up.,Investment,4642.0,Income,2022-06,4642.0,-268304.36
2022-06-07,Past product make of group.,Food & Drink,1239.49,Expense,2022-06,-1239.49,-269543.85
2022-06-07,Detail contain attention measure indeed.,Salary,1321.98,Expense,2022-06,-1321.98,-270865.82999999996
2022-06-11,Begin determine degree forward.,Other,597.0,Income,2022-06,597.0,-270268.82999999996
2022-06-11,Despite sell most.,Other,4888.0,Income,2022-06,4888.0,-265380.82999999996
2022-06-12,Either rich agency might.,Rent,1836.92,Expense,2022-06,-1836.92,-267217.74999999994
2022-06-12,Boy generation.,Food & Drink,1009.41,Expense,2022-06,-1009.41,-268227.1599999999
2022-06-12,Truth during always those high.,Shopping,1614.27,Expense,2022-06,-1614.27,-269841.42999999993
2022-06-13,Sort knowledge analysis together court.,Entertainment,391.94,Expense,2022-06,-391.94,-270233.36999999994
2022-06-17,Way cold.,Health & Fitness,541.98,Expense,2022-06,-541.98,-270775.3499999999
2022-06-17,Account assume prove similar ten.,Health & Fitness,1919.0,Expense,2022-06,-1919.0,-272694.3499999999
2022-06-18,Day stock.,Entertainment,1980.56,Expense,2022-06,-1980.56,-274674.9099999999
2022-06-19,Section child.,Rent,1310.93,Expense,2022-06,-1310.93,-275985.8399999999
2022-06-20,Also available concern edge.,Food & Drink,196.07,Expense,2022-06,-196.07,-276181.9099999999
2022-06-21,Start treat imagine later identify.,Salary,121.67,Expense,2022-06,-121.67,-276303.5799999999
2022-06-21,Hope brother.,Investment,1177.0,Income,2022-06,1177.0,-275126.5799999999
2022-06-23,Face rate.,Rent,1790.63,Expense,2022-06,-1790.63,-276917.2099999999
2022-06-23,As second animal summer group.,Shopping,1293.37,Expense,2022-06,-1293.37,-278210.5799999999
2022-06-25,She join house.,Entertainment,430.72,Expense,2022-06,-430.72,-278641.2999999999
2022-06-25,Choose detail section someone.,Salary,549.48,Expense,2022-06,-549.48,-279190.77999999985
2022-06-26,Whether century quality.,Travel,1799.63,Expense,2022-06,-1799.63,-280990.40999999986
2022-06-26,Network never.,Food & Drink,366.92,Expense,2022-06,-366.92,-281357.32999999984
2022-06-30,Above others.,Food & Drink,1923.32,Expense,2022-06,-1923.32,-283280.64999999985
2022-07-01,Water fight security tough gas.,Shopping,1858.46,Expense,2022-07,-1858.46,-285139.10999999987
2022-07-02,Central contain pattern education boy.,Entertainment,1137.72,Expense,2022-07,-1137.72,-286276.82999999984
2022-07-04,Maintain former campaign pretty beyond.,Food & Drink,204.39,Expense,2022-07,-204.39,-286481.21999999986
2022-07-04,Surface usually.,Health & Fitness,773.85,Expense,2022-07,-773.85,-287255.06999999983
2022-07-04,Popular available public economy.,Rent,1006.58,Expense,2022-07,-1006.58,-288261.64999999985
2022-07-05,Fish late pattern.,Rent,687.78,Expense,2022-07,-687.78,-288949.4299999999
2022-07-06,Charge note space when collection.,Shopping,1938.15,Expense,2022-07,-1938.15,-290887.5799999999
2022-07-13,Size republican political.,Travel,1569.26,Expense,2022-07,-1569.26,-292456.8399999999
2022-07-17,Care run there leg.,Entertainment,718.06,Expense,2022-07,-718.06,-293174.8999999999
2022-07-17,Main board population.,Shopping,379.62,Expense,2022-07,-379.62,-293554.5199999999
2022-07-17,Teach cause mrs.,Shopping,180.53,Expense,2022-07,-180.53,-293735.04999999993
2022-07-18,Baby away affect medical all.,Entertainment,1429.09,Expense,2022-07,-1429.09,-295164.13999999996
2022-07-18,If operation trade necessary myself.,Investment,3612.0,Income,2022-07,3612.0,-291552.13999999996
2022-07-19,President chance hotel through.,Utilities,1481.91,Expense,2022-07,-1481.91,-293034.04999999993
2022-07-20,Let member however.,Rent,192.13,Expense,2022-07,-192.13,-293226.17999999993
2022-07-22,Production summer.,Salary,726.24,Expense,2022-07,-726.24,-293952.4199999999
2022-07-25,Cell city not not the.,Utilities,183.72,Expense,2022-07,-183.72,-294136.1399999999
2022-07-27,Plant event score official now.,Rent,1452.44,Expense,2022-07,-1452.44,-295588.5799999999
2022-07-27,Truth thing always possible.,Food & Drink,590.78,Expense,2022-07,-590.78,-296179.3599999999
2022-07-27,Voice american seven discussion.,Shopping,215.55,Expense,2022-07,-215.55,-296394.9099999999
2022-07-27,Doctor protect military social.,Investment,3157.0,Income,2022-07,3157.0,-293237.9099999999
2022-07-28,Half president structure might.,Entertainment,1148.2,Expense,2022-07,-1148.2,-294386.1099999999
2022-07-28,Might good test.,Other,1888.0,Income,2022-07,1888.0,-292498.1099999999
2022-07-29,Thought according think key.,Other,2698.0,Income,2022-07,2698.0,-289800.1099999999
2022-07-30,Method exactly.,Rent,342.74,Expense,2022-07,-342.74,-290142.8499999999
2022-07-31,Church own stage.,Travel,973.62,Expense,2022-07,-973.62,-291116.4699999999
2022-08-02,Specific result loss long.,Other,2520.0,Income,2022-08,2520.0,-288596.4699999999
2022-08-02,Claim street against amount of.,Salary,1191.67,Expense,2022-08,-1191.67,-289788.1399999999
2022-08-03,Picture always occur.,Investment,1609.0,Income,2022-08,1609.0,-288179.1399999999
2022-08-04,Election conference when.,Shopping,671.11,Expense,2022-08,-671.11,-288850.2499999999
2022-08-06,These road.,Health & Fitness,886.04,Expense,2022-08,-886.04,-289736.28999999986
2022-08-07,Describe paper.,Utilities,607.87,Expense,2022-08,-607.87,-290344.15999999986
2022-08-12,Color store over some.,Entertainment,963.23,Expense,2022-08,-963.23,-291307.38999999984
2022-08-13,Process enough right garden law.,Other,3114.0,Income,2022-08,3114.0,-288193.38999999984
2022-08-15,Her car admit.,Salary,1935.85,Expense,2022-08,-1935.85,-290129.2399999998
2022-08-15,Range step painting concern.,Health & Fitness,758.35,Expense,2022-08,-758.35,-290887.5899999998
2022-08-16,Me brother lot candidate owner.,Shopping,736.38,Expense,2022-08,-736.38,-291623.9699999998
2022-08-16,Miss have analysis morning.,Entertainment,1188.53,Expense,2022-08,-1188.53,-292812.4999999998
2022-08-17,Smile high open scientist.,Food & Drink,1906.48,Expense,2022-08,-1906.48,-294718.9799999998
2022-08-18,International effort.,Entertainment,882.53,Expense,2022-08,-882.53,-295601.50999999983
2022-08-19,Exist theory.,Rent,1639.74,Expense,2022-08,-1639.74,-297241.2499999998
2022-08-21,Country remember smile.,Shopping,1349.23,Expense,2022-08,-1349.23,-298590.4799999998
2022-08-21,Brother according pressure reach firm.,Other,2482.0,Income,2022-08,2482.0,-296108.4799999998
2022-08-22,Talk interest hand.,Rent,903.64,Expense,2022-08,-903.64,-297012.1199999998
2022-08-22,Choice prepare.,Utilities,1433.32,Expense,2022-08,-1433.32,-298445.4399999998
2022-08-23,Sense including six lot.,Shopping,1073.39,Expense,2022-08,-1073.39,-299518.82999999984
2022-08-24,Never effect fill general relationship.,Shopping,1091.85,Expense,2022-08,-1091.85,-300610.6799999998
2022-08-26,Security land record.,Health & Fitness,1406.25,Expense,2022-08,-1406.25,-302016.9299999998
2022-08-26,Democrat hundred.,Rent,227.65,Expense,2022-08,-227.65,-302244.57999999984
2022-08-28,Pass range appear home player.,Health & Fitness,341.01,Expense,2022-08,-341.01,-302585.58999999985
2022-08-29,Likely outside because.,Shopping,1933.95,Expense,2022-08,-1933.95,-304519.53999999986
2022-08-30,He participant right.,Shopping,220.83,Expense,2022-08,-220.83,-304740.3699999999
2022-08-31,Prevent expert white arm similar.,Investment,4683.0,Income,2022-08,4683.0,-300057.3699999999
2022-08-31,Keep cut prevent sound.,Entertainment,897.1,Expense,2022-08,-897.1,-300954.46999999986
2022-09-01,Almost outside middle.,Utilities,696.49,Expense,2022-09,-696.49,-301650.95999999985
2022-09-02,College already dream a church.,Investment,2920.0,Income,2022-09,2920.0,-298730.95999999985
2022-09-03,Good house only military.,Rent,240.98,Expense,2022-09,-240.98,-298971.9399999998
2022-09-03,Near risk.,Utilities,703.17,Expense,2022-09,-703.17,-299675.1099999998
2022-09-03,Give white everybody paper create.,Entertainment,1047.02,Expense,2022-09,-1047.02,-300722.12999999983
2022-09-04,Above company media next me.,Rent,881.95,Expense,2022-09,-881.95,-301604.07999999984
2022-09-04,Sort what.,Health & Fitness,143.68,Expense,2022-09,-143.68,-301747.75999999983
2022-09-05,Economic kind help low during.,Investment,685.0,Income,2022-09,685.0,-301062.75999999983
2022-09-06,Race to television loss.,Rent,1357.51,Expense,2022-09,-1357.51,-302420.26999999984
2022-09-07,Him small.,Investment,4727.0,Income,2022-09,4727.0,-297693.26999999984
2022-09-08,Son include good.,Investment,3211.0,Income,2022-09,3211.0,-294482.26999999984
2022-09-10,Red enjoy.,Salary,471.39,Expense,2022-09,-471.39,-294953.65999999986
2022-09-11,Never condition.,Shopping,68.09,Expense,2022-09,-68.09,-295021.7499999999
2022-09-11,Human see.,Utilities,380.91,Expense,2022-09,-380.91,-295402.65999999986
2022-09-12,Despite off consumer second.,Entertainment,904.65,Expense,2022-09,-904.65,-296307.3099999999
2022-09-14,Say dog drug enter.,Food & Drink,1412.42,Expense,2022-09,-1412.42,-297719.72999999986
2022-09-15,Strong student green.,Rent,1158.92,Expense,2022-09,-1158.92,-298878.64999999985
2022-09-15,Turn put professional.,Utilities,737.93,Expense,2022-09,-737.93,-299616.57999999984
2022-09-17,When summer he firm together.,Investment,2649.0,Income,2022-09,2649.0,-296967.57999999984
2022-09-18,Make worker trouble.,Salary,1060.15,Expense,2022-09,-1060.15,-298027.72999999986
2022-09-19,Develop office approach son.,Shopping,1226.5,Expense,2022-09,-1226.5,-299254.22999999986
2022-09-19,Allow girl team simply lead.,Health & Fitness,710.45,Expense,2022-09,-710.45,-299964.6799999999
2022-09-21,Least ready activity decision ok.,Utilities,1629.34,Expense,2022-09,-1629.34,-301594.0199999999
2022-09-23,Party employee nature down.,Travel,1838.18,Expense,2022-09,-1838.18,-303432.1999999999
2022-09-26,Evidence conference capital office.,Rent,374.26,Expense,2022-09,-374.26,-303806.4599999999
2022-09-26,Gas contain interest industry sell.,Utilities,633.24,Expense,2022-09,-633.24,-304439.6999999999
2022-09-28,Result sound.,Shopping,842.3,Expense,2022-09,-842.3,-305281.9999999999
2022-09-29,Task cultural son school.,Other,3965.0,Income,2022-09,3965.0,-301316.9999999999
2022-09-29,Computer matter.,Investment,1866.0,Income,2022-09,1866.0,-299450.9999999999
2022-09-30,Result size feel no nothing.,Utilities,382.33,Expense,2022-09,-382.33,-299833.3299999999
2022-10-01,Real art.,Food & Drink,1732.39,Expense,2022-10,-1732.39,-301565.7199999999
2022-10-02,Stuff benefit seat employee.,Salary,281.7,Expense,2022-10,-281.7,-301847.4199999999
2022-10-03,Newspaper special general in go.,Salary,824.18,Expense,2022-10,-824.18,-302671.5999999999
2022-10-04,Office power company sister great.,Salary,982.51,Expense,2022-10,-982.51,-303654.1099999999
2022-10-04,Simple land bad party.,Investment,2306.0,Income,2022-10,2306.0,-301348.1099999999
2022-10-05,What than political up instead.,Travel,457.44,Expense,2022-10,-457.44,-301805.54999999993
2022-10-08,Support author class direction.,Salary,1135.64,Expense,2022-10,-1135.64,-302941.18999999994
2022-10-10,Report painting house.,Salary,1103.96,Expense,2022-10,-1103.96,-304045.14999999997
2022-10-12,Security minute late cold.,Investment,2694.0,Income,2022-10,2694.0,-301351.14999999997
2022-10-12,Road product wait.,Health & Fitness,1088.67,Expense,2022-10,-1088.67,-302439.81999999995
2022-10-13,Cold billion as.,Salary,1097.24,Expense,2022-10,-1097.24,-303537.05999999994
2022-10-19,Approach side model you billion.,Rent,1474.62,Expense,2022-10,-1474.62,-305011.67999999993
2022-10-19,Pressure those.,Entertainment,602.44,Expense,2022-10,-602.44,-305614.11999999994
2022-10-20,Easy exist phone.,Salary,533.0,Expense,2022-10,-533.0,-306147.11999999994
2022-10-21,Stuff agreement professional team foot.,Rent,883.75,Expense,2022-10,-883.75,-307030.86999999994
2022-10-22,Window music evening know.,Entertainment,427.66,Expense,2022-10,-427.66,-307458.5299999999
2022-10-23,Opportunity lead see.,Health & Fitness,1723.49,Expense,2022-10,-1723.49,-309182.0199999999
2022-10-25,Model police finally girl.,Shopping,340.3,Expense,2022-10,-340.3,-309522.3199999999
2022-10-28,Source kind hand.,Investment,2195.0,Income,2022-10,2195.0,-307327.3199999999
2022-10-30,Field a spring.,Health & Fitness,1069.24,Expense,2022-10,-1069.24,-308396.5599999999
2022-10-31,Expert movement reach man.,Utilities,654.07,Expense,2022-10,-654.07,-309050.6299999999
2022-11-03,Across involve fall.,Travel,1149.74,Expense,2022-11,-1149.74,-310200.3699999999
2022-11-04,Nature country.,Rent,279.82,Expense,2022-11,-279.82,-310480.1899999999
2022-11-05,House clear say hope.,Shopping,1838.35,Expense,2022-11,-1838.35,-312318.53999999986
2022-11-07,Enjoy instead dream.,Utilities,1405.84,Expense,2022-11,-1405.84,-313724.3799999999
2022-11-07,Possible mother especially.,Investment,3138.0,Income,2022-11,3138.0,-310586.3799999999
2022-11-09,Consumer face.,Shopping,984.02,Expense,2022-11,-984.02,-311570.3999999999
2022-11-10,Laugh red man fly charge.,Travel,1259.35,Expense,2022-11,-1259.35,-312829.7499999999
2022-11-13,Control bill.,Rent,1270.92,Expense,2022-11,-1270.92,-314100.66999999987
2022-11-14,Management game.,Health & Fitness,914.84,Expense,2022-11,-914.84,-315015.5099999999
2022-11-14,Resource road do.,Rent,811.67,Expense,2022-11,-811.67,-315827.1799999999
2022-11-15,Your less social form.,Food & Drink,1739.13,Expense,2022-11,-1739.13,-317566.3099999999
2022-11-17,Entire hotel.,Rent,1464.55,Expense,2022-11,-1464.55,-319030.85999999987
2022-11-17,Consider time economic high.,Health & Fitness,1701.71,Expense,2022-11,-1701.71,-320732.5699999999
2022-11-18,Window research his.,Shopping,443.48,Expense,2022-11,-443.48,-321176.0499999999
2022-11-19,Scene almost leave.,Entertainment,994.48,Expense,2022-11,-994.48,-322170.52999999985
2022-11-21,Program decade home which view.,Travel,682.13,Expense,2022-11,-682.13,-322852.65999999986
2022-11-22,Rock seat near business loss.,Salary,1578.72,Expense,2022-11,-1578.72,-324431.37999999983
2022-11-26,Growth appear project.,Food & Drink,101.43,Expense,2022-11,-101.43,-324532.8099999998
2022-11-26,Plan foot cold.,Salary,42.4,Expense,2022-11,-42.4,-324575.20999999985
2022-11-28,Choice side eat matter rather.,Other,2157.0,Income,2022-11,2157.0,-322418.20999999985
2022-11-28,Build smile across among situation.,Utilities,888.16,Expense,2022-11,-888.16,-323306.3699999998
2022-12-01,Art green child movie blue.,Utilities,1765.47,Expense,2022-12,-1765.47,-325071.8399999998
2022-12-03,First next popular.,Travel,195.75,Expense,2022-12,-195.75,-325267.5899999998
2022-12-04,Run again help right.,Rent,749.97,Expense,2022-12,-749.97,-326017.55999999976
2022-12-05,Magazine join.,Utilities,113.06,Expense,2022-12,-113.06,-326130.61999999976
2022-12-05,Recent couple cost girl run.,Entertainment,864.17,Expense,2022-12,-864.17,-326994.78999999975
2022-12-07,Trial never attention choice fast.,Investment,508.0,Income,2022-12,508.0,-326486.78999999975
2022-12-12,Happen a point here control.,Rent,274.07,Expense,2022-12,-274.07,-326760.85999999975
2022-12-13,Task simply draw return probably.,Salary,28.48,Expense,2022-12,-28.48,-326789.33999999973
2022-12-15,Couple raise she child.,Rent,1976.43,Expense,2022-12,-1976.43,-328765.7699999997
